tolerance,mean_calls,median_calls,fraction_le_2,fraction_le_4,fraction_le_8,fraction_gt_8
0.0,2.9285714285714284,1.0,0.7738095238095238,0.8571428571428571,0.8928571428571429,0.10714285714285714
0.002,1.7380952380952381,1.0,0.8690476190476191,0.9166666666666666,0.9642857142857143,0.03571428571428571
0.005,1.2619047619047619,1.0,0.9523809523809523,0.9642857142857143,0.9880952380952381,0.011904761904761904
