episode,chunk_index,anchor,stage,latency,record_count,mean_entropy,std_entropy,min_entropy,max_entropy
1925,0,23,free_open,34.421484077814966,680,0.6218486226218588,0.05794349108481326,0.4845077395439148,0.7864128947257996
16001,0,23,free_open,21.45715206908062,680,0.6182954335913938,0.05864776683321686,0.4772717356681824,0.7871703505516052
50458,0,23,free_open,21.47991332691163,680,0.6208273523870637,0.058182564916516556,0.4825957119464874,0.7852224111557007
