tolerance,mean_calls,fraction_s5,fraction_s8,fraction_s16
0.0,10.142857142857142,0.23809523809523808,0.40476190476190477,0.35714285714285715
0.002,6.738095238095238,0.7380952380952381,0.14285714285714285,0.11904761904761904
0.005,5.261904761904762,0.9761904761904762,0.0,0.023809523809523808
