calls,mean,std,q05,median,q95,frac_pos,frac_gt_0.002,frac_gt_0.005,n_pos_0.002,mean_relative_to_e16,q95_relative_to_e16
2,-0.0035739357524956655,0.007123532885226524,-0.012535082181747722,-0.0024703854635896357,0.004037183448144128,0.2619047619047619,0.13095238095238096,0.047619047619047616,11,-0.16439059292065739,0.18569863218901897
4,-0.0022796003433042324,0.00550754526327148,-0.00870726584197417,-0.0016848060335296934,0.005962232830946181,0.27380952380952384,0.13095238095238096,0.05952380952380952,11,-0.10485494928000147,0.27424527414233113
8,-0.0005548014350726197,0.002368162487494215,-0.004290312117611922,-0.0005808302261954405,0.0030241128801213983,0.36904761904761907,0.11904761904761904,0.03571428571428571,10,-0.02551924354015935,0.13910034870520702
