feature,stage,count,median,q25,q75,fine_spearman,fine_spearman_p
joint_accel_mean,closing,1592,0.004651742501275686,0.003325411028428188,0.006504866452920564,-0.175040724766999,3.3856071132738957e-74
joint_accel_mean,hold,4316,0.005958404300658574,0.004047198915144843,0.009260921065401164,-0.175040724766999,3.3856071132738957e-74
joint_accel_mean,release,1078,0.0058155323260583305,0.004039110481411562,0.00836291521052552,-0.175040724766999,3.3856071132738957e-74
joint_accel_max,free_open,2303,0.05031926160433423,0.0313679360848914,0.07371171524939907,-0.11890201507628198,6.507439265738643e-35
joint_accel_max,pre_close,1385,0.04529101906023179,0.028516828744320724,0.06654592931134037,-0.11890201507628198,6.507439265738643e-35
joint_accel_max,closing,1592,0.032810428787905875,0.023493735033323884,0.04694430756861398,-0.11890201507628198,6.507439265738643e-35
joint_accel_max,hold,4316,0.042597964052047396,0.02719527766386408,0.06735373301752687,-0.11890201507628198,6.507439265738643e-35
joint_accel_max,release,1078,0.038119035483730204,0.025901203394178077,0.059379384479330874,-0.11890201507628198,6.507439265738643e-35
joint_jerk_mean,free_open,2303,0.010285609775973011,0.006609889728897672,0.018019751162197666,-0.17729717697504602,4.194552220815849e-76
joint_jerk_mean,pre_close,1385,0.007909327174131495,0.005386025118249625,0.012226219281208135,-0.17729717697504602,4.194552220815849e-76
joint_jerk_mean,closing,1592,0.006282694396197438,0.004493269279155363,0.008913742213990727,-0.17729717697504602,4.194552220815849e-76
joint_jerk_mean,hold,4316,0.008132466163659013,0.005532390889859593,0.013124135042371286,-0.17729717697504602,4.194552220815849e-76
joint_jerk_mean,release,1078,0.00789724357350733,0.005506411814286364,0.011773749801640069,-0.17729717697504602,4.194552220815849e-76
joint_jerk_max,free_open,2303,0.057133338323711,0.03381152790515661,0.09752374695861707,-0.15173706084689076,5.310659389745258e-56
joint_jerk_max,pre_close,1385,0.04812253772476335,0.031184339335627174,0.07323036272807573,-0.15173706084689076,5.310659389745258e-56
joint_jerk_max,closing,1592,0.033709596022654734,0.024060096507338317,0.048744397953811414,-0.15173706084689076,5.310659389745258e-56
joint_jerk_max,hold,4316,0.04482915643256864,0.028275872470272828,0.07550750162521142,-0.15173706084689076,5.310659389745258e-56
joint_jerk_max,release,1078,0.039760385282954516,0.026801924975255444,0.06308341665719111,-0.15173706084689076,5.310659389745258e-56
joint_direction_change,free_open,2303,0.12307509930082942,0.054329048646406836,0.2701449129667527,-0.0369301502618474,0.0001354703686393562
joint_direction_change,pre_close,1385,0.10934435344817599,0.05719974033604974,0.20971104012072067,-0.0369301502618474,0.0001354703686393562
joint_direction_change,closing,1592,0.13645648275929934,0.0876596087639091,0.20696781607081863,-0.0369301502618474,0.0001354703686393562
joint_direction_change,hold,4316,0.09833301825171842,0.050601062015807025,0.1974832057342698,-0.0369301502618474,0.0001354703686393562
joint_direction_change,release,1078,0.12985093171215303,0.08556521041462485,0.19960406900198568,-0.0369301502618474,0.0001354703686393562
joint_roughness,free_open,2303,0.49321566608688566,0.367360345218795,0.6565447227725123,-0.00868613619978242,0.36954795157649556
joint_roughness,pre_close,1385,0.49876683083870593,0.40284005522776184,0.6368563508888749,-0.00868613619978242,0.36954795157649556
joint_roughness,closing,1592,0.5141515019836775,0.42547673883821974,0.6256424354373612,-0.00868613619978242,0.36954795157649556
joint_roughness,hold,4316,0.4659164654533563,0.3637584501271901,0.6070886692484723,-0.00868613619978242,0.36954795157649556
joint_roughness,release,1078,0.4953796265230759,0.40918546838586,0.6063594442690344,-0.00868613619978242,0.36954795157649556
joint_abs_step_d0,free_open,2303,0.0029715264200060078,0.001631123894899555,0.005257715106805092,-0.07651962199143654,2.4466153176769115e-15
