calls,feature,target,spearman,p_value
16,k16_dit_flow_all32_max_abs,k2_pred_motion_h8,0.37262868456698234,0.0004818778861802518
16,k16_dit_flow_action8_max_abs,k2_pred_motion_h8,0.37262868456698234,0.0004818778861802518
16,k16_dit_flow_delta_all32_rms,k2_pred_motion_h8,0.3711653336033208,0.0005092310596446593
4,k4_dit_flow_joint7_mean_abs,gt_motion_h8,0.37039586919104994,0.0005241770596613586
2,k2_dit_flow_all32_rms,fine,-0.36962634903590824,0.0005395244114294913
8,k8_dit_flow_gripper_mean_abs,fine,-0.3685115186253761,0.0005624882458504319
4,k4_dit_flow_all32_max_abs,k2_pred_motion_h8,0.3668537452963766,0.0005982910713733319
16,k16_dit_flow_delta_joint7_rms,k2_pred_motion_h8,0.36612331679659815,0.0006147169826915093
1,k1_dit_flow_gripper_max_abs,gt_motion_h8,0.3646180070367866,0.0006498745656897488
8,k8_dit_flow_delta_joint7_rms,k2_pred_motion_h8,0.3645641389085755,0.0006511660478330718
1,k1_dit_flow_gripper_rms,k2_pred_motion_h8,0.36363268198845805,0.0006738712866966468
2,k2_dit_flow_gripper_rms,k2_pred_motion_h8,0.36272147413182143,0.0006967796418466355
4,k4_dit_flow_delta_joint7_rms,k2_pred_motion_h8,0.35844892173736964,0.0008139643918875194
1,k1_dit_flow_joint7_rms,k4_prefix_joint_delta_mean,0.35705173635719345,0.000856014113915936
8,k8_dit_flow_delta_gripper_rms,k8_pred_motion_h8,-0.35595828692922954,0.0008902912911530735
1,k1_dit_flow_gripper_max_abs,k2_pred_motion_h8,0.35595134789424254,0.0008905127454996801
2,k2_dit_flow_delta_gripper_rms,k4_pred_motion_h8,-0.35344740305760863,0.0009737762160747352
1,k1_dit_flow_gripper_rms,gt_motion_h8,0.35292092740710745,0.000992158856753043
2,k2_dit_flow_joint7_rms,k8_prefix_joint_delta_mean,0.3520704667409133,0.0010225209183226981
8,k8_dit_flow_delta_all32_rms,k4_prefix_joint_delta_mean,0.3518477270426243,0.001030611136586548
4,k4_dit_flow_action8_mean_abs,gt_motion_h8,0.35150349296345046,0.0010432286063164259
1,k1_dit_flow_all32_rms,k4_prefix_joint_delta_mean,0.35012655664675507,0.0010951135842512062
4,k4_dit_flow_delta_gripper_rms,k8_pred_motion_h8,-0.3499645641389086,0.0011013692263530702
4,k4_dit_flow_delta_action8_rms,k8_pred_motion_h8,0.34905335628227196,0.0011371654775825498
2,k2_dit_flow_gripper_max_abs,gt_motion_h8,0.3476279878945307,0.001195281091509207
2,k2_dit_flow_gripper_max_abs,k2_pred_motion_h8,0.34582386573448565,0.0012726963133414906
1,k1_dit_flow_all32_max_abs,k8_pred_motion_h8,0.34573578746768274,0.00127658953976568
4,k4_dit_flow_action8_max_abs,k2_pred_motion_h8,0.34412434011332055,0.0013497496837295991
8,k8_dit_flow_joint7_mean_abs,fine,-0.34394234290954606,0.0013582465836497865
2,k2_dit_flow_delta_gripper_rms,k2_pred_motion_h8,-0.34273564847625804,0.0014158193003578996
2,k2_dit_flow_gripper_rms,gt_motion_h8,0.3397387870810975,0.0015684747065626864
8,k8_dit_flow_action8_mean_abs,gt_motion_h8,0.33842259795484464,0.0016401013540692723
16,k16_dit_flow_joint7_mean_abs,fine,-0.33835886331685866,0.0016436435990160132
16,k16_dit_flow_gripper_max_abs,k8_pred_motion_h8,0.336781581439233,0.0017335367307092554
16,k16_dit_flow_action8_mean_abs,k2_prefix_joint_delta_mean,0.3359927103371469,0.00178014052411291
1,k1_dit_flow_action8_rms,k2_prefix_joint_delta_mean,0.335223245924876,0.0018266837650289724
1,k1_dit_flow_gripper_mean_abs,k2_pred_motion_h8,0.33501232668408754,0.0018396320326865049
16,k16_dit_flow_action8_rms,fine,-0.3350087755612462,0.0018398507417373329
1,k1_dit_flow_all32_mean_abs,k2_prefix_joint_delta_mean,0.334676521210894,0.0018604178861695542
4,k4_dit_flow_joint7_rms,fine,-0.33277538372417126,0.0019821396153384624
8,k8_dit_flow_joint7_mean_abs,k2_prefix_joint_delta_mean,0.33232762984711955,0.0020118313528201945
2,k2_dit_flow_all32_mean_abs,k4_prefix_joint_delta_mean,0.3320846410853498,0.0020281117177481413
1,k1_dit_flow_gripper_max_abs,k4_pred_motion_h8,0.3314008818787551,0.0020745625370633385
8,k8_dit_flow_delta_joint7_rms,gt_motion_h8,0.3302622253720765,0.0021540457700717666
16,k16_dit_flow_delta_joint7_rms,k2_prefix_joint_delta_mean,0.3295737572137289,0.002203422932471338
16,k16_dit_flow_joint7_mean_abs,k2_prefix_joint_delta_mean,0.3290270324997469,0.0022433569637462236
4,k4_dit_flow_all32_max_abs,k4_pred_motion_h8,0.32848962264876364,0.0022832437404682417
2,k2_dit_flow_gripper_max_abs,k4_pred_motion_h8,0.3272758682463816,0.0023756847604642158
8,k8_dit_flow_all32_mean_abs,fine,-0.3271919041314838,0.002382202238233126
2,k2_dit_flow_gripper_mean_abs,k2_pred_motion_h8,0.3267996355168573,0.002412864337868549
1,k1_dit_flow_joint7_rms,fine,-0.3260752082129463,0.002470423369581062
8,k8_dit_flow_delta_action8_rms,k8_pred_motion_h8,0.32485572542269925,0.0025701067377498885
16,k16_dit_flow_all32_max_abs,gt_motion_h8,0.3241422316122769,0.0026300893549450924
16,k16_dit_flow_action8_max_abs,gt_motion_h8,0.3241422316122769,0.0026300893549450924
2,k2_dit_flow_gripper_rms,k4_pred_motion_h8,0.32402551381998584,0.002640020341265019
16,k16_dit_flow_joint7_rms,fine,-0.3238418163758713,0.0026557184724912953
4,k4_dit_flow_all32_rms,fine,-0.3238418163758713,0.0026557184724912953
1,k1_dit_flow_gripper_mean_abs,gt_motion_h8,0.32317668916425624,0.002713260767951007
1,k1_dit_flow_gripper_rms,k4_pred_motion_h8,0.3222233471701934,0.0027976875937835914
16,k16_dit_flow_action8_mean_abs,fine,-0.3216084245387964,0.00285338615708753
8,k8_dit_flow_joint7_rms,fine,-0.3216084245387964,0.00285338615708753
2,k2_dit_flow_action8_max_abs,k8_pred_motion_h8,0.3203034038802377,0.002974896710228052
4,k4_dit_flow_action8_rms,k8_prefix_joint_delta_mean,0.31973271236205325,0.003029474833115016
1,k1_dit_flow_action8_max_abs,k8_pred_motion_h8,0.31729472954977117,0.0032728628180290257
2,k2_dit_flow_joint7_rms,fine,-0.3160249449461089,0.0034064283404909097
2,k2_dit_flow_all32_max_abs,k2_prefix_joint_delta_mean,0.3154114426493658,0.0034726894486867854
16,k16_dit_flow_delta_gripper_rms,gt_motion_h8,-0.31448820492052243,0.0035745742575286755
16,k16_dit_flow_gripper_max_abs,k4_pred_motion_h8,0.312251316000026,0.003832577467680329
4,k4_dit_flow_joint7_mean_abs,fine,-0.3115581612719589,0.003915829253832903
16,k16_dit_flow_gripper_max_abs,k4_prefix_joint_delta_mean,0.30976685339870075,0.00413848911688694
16,k16_dit_flow_delta_action8_rms,k8_prefix_joint_delta_mean,0.3080490027336236,0.004362538039062121
4,k4_dit_flow_joint7_mean_abs,k2_prefix_joint_delta_mean,0.3074820289561608,0.004438818633485394
1,k1_dit_flow_joint7_rms,k8_prefix_joint_delta_mean,0.30717829300394855,0.004480169302153259
2,k2_dit_flow_gripper_mean_abs,gt_motion_h8,0.3066315682899666,0.004555464501162992
4,k4_dit_flow_all32_max_abs,k8_pred_motion_h8,0.3051335691842614,0.004767565545159073
4,k4_dit_flow_action8_max_abs,k4_pred_motion_h8,0.3040070079103936,0.004932807714066416
16,k16_dit_flow_gripper_rms,k4_prefix_joint_delta_mean,0.30379669940265264,0.004964212474377815
4,k4_dit_flow_action8_mean_abs,k4_prefix_joint_delta_mean,0.30221727245114915,0.005205790066784286
2,k2_dit_flow_joint7_mean_abs,fine,-0.2981578102495091,0.005875172864458398
16,k16_dit_flow_delta_all32_rms,k4_prefix_joint_delta_mean,0.29604130808950085,0.0062535051127831235
2,k2_dit_flow_action8_rms,k4_prefix_joint_delta_mean,0.29247747291687765,0.006939351051568342
16,k16_dit_flow_action8_max_abs,k8_prefix_joint_delta_mean,0.29207484733225625,0.007020857551198623
16,k16_dit_flow_all32_max_abs,k8_prefix_joint_delta_mean,0.29207484733225625,0.007020857551198623
4,k4_dit_flow_action8_mean_abs,k2_prefix_joint_delta_mean,0.2919307482028956,0.00705023298841494
1,k1_dit_flow_all32_mean_abs,k4_prefix_joint_delta_mean,0.2900273362356991,0.007448543658322163
16,k16_dit_flow_gripper_max_abs,gt_motion_h8,0.2897289019692369,0.00751275848588164
8,k8_dit_flow_action8_mean_abs,k2_prefix_joint_delta_mean,0.28767844487192473,0.007967285167374322
8,k8_dit_flow_delta_action8_rms,k2_prefix_joint_delta_mean,0.28476257973068747,0.008655224381295646
4,k4_dit_flow_joint7_mean_abs,k4_prefix_joint_delta_mean,0.28403361344537814,0.00883514499214099
1,k1_dit_flow_gripper_max_abs,k8_pred_motion_h8,0.2808909842094018,0.009648872304273783
4,k4_dit_flow_action8_max_abs,k8_pred_motion_h8,0.2807806487845418,0.009678595710285794
16,k16_dit_flow_action8_max_abs,k4_prefix_joint_delta_mean,0.2802194481471379,0.009831021565189483
16,k16_dit_flow_all32_max_abs,k4_prefix_joint_delta_mean,0.2802194481471379,0.009831021565189483
2,k2_dit_flow_all32_rms,k8_prefix_joint_delta_mean,0.2783841247342311,0.010344264815747049
2,k2_dit_flow_gripper_max_abs,k8_pred_motion_h8,0.27835172405234987,0.010353531937537467
8,k8_dit_flow_delta_gripper_rms,k4_prefix_joint_delta_mean,-0.2774324187506328,0.010619507421910798
16,k16_dit_flow_gripper_max_abs,k2_pred_motion_h8,0.275450847509376,0.011213180617447274
2,k2_dit_flow_delta_action8_rms,k8_prefix_joint_delta_mean,0.27516452364078164,0.011301311170813594
1,k1_dit_flow_gripper_mean_abs,k4_pred_motion_h8,0.27506467077739705,0.011332187554694714
4,k4_dit_flow_joint7_mean_abs,k8_prefix_joint_delta_mean,0.27471904424420374,0.011439630080084483
2,k2_dit_flow_gripper_mean_abs,k4_pred_motion_h8,0.27461779892679966,0.01147127110030895
2,k2_dit_flow_action8_mean_abs,k2_prefix_joint_delta_mean,0.27417231953022175,0.011611399011850718
2,k2_dit_flow_delta_gripper_rms,k8_pred_motion_h8,-0.2737875873240863,0.011733615836845172
8,k8_dit_flow_all32_max_abs,gt_motion_h8,0.27326547466160034,0.011901264329847795
8,k8_dit_flow_all32_max_abs,k4_prefix_joint_delta_mean,0.2725640641359084,0.012129763815852774
1,k1_dit_flow_joint7_mean_abs,fine,-0.27024041228607193,0.012914222511644079
1,k1_dit_flow_action8_rms,k4_prefix_joint_delta_mean,0.2700820087070973,0.01296926773417086
2,k2_dit_flow_delta_gripper_rms,fine,0.2668903245304594,0.014122599919429485
2,k2_dit_flow_gripper_rms,k8_pred_motion_h8,0.2662144375822618,0.0143779234823036
8,k8_dit_flow_gripper_max_abs,k4_prefix_joint_delta_mean,0.2658345892372409,0.014523161767986867
4,k4_dit_flow_joint7_max_abs,k2_pred_motion_h8,0.264766080224209,0.014938544520668447
8,k8_dit_flow_action8_max_abs,gt_motion_h8,0.2641945405633322,0.015164918639291662
1,k1_dit_flow_gripper_rms,k8_pred_motion_h8,0.2634403158853903,0.015468184026327818
4,k4_dit_flow_action8_mean_abs,k8_prefix_joint_delta_mean,0.26271134960008097,0.015766257520205426
2,k2_dit_flow_delta_joint7_rms,fine,-0.26242354085630953,0.01588530035940135
2,k2_dit_flow_delta_action8_rms,k4_pred_motion_h8,0.26070669231548044,0.01661165989830572
4,k4_dit_flow_delta_action8_rms,k2_prefix_joint_delta_mean,0.25916776349093856,0.01728689848630148
16,k16_dit_flow_joint7_max_abs,k2_pred_motion_h8,0.25906888614467566,0.017331079505785878
4,k4_dit_flow_delta_action8_rms,k4_pred_motion_h8,0.2589652728561304,0.017377480924741805
8,k8_dit_flow_action8_max_abs,k4_prefix_joint_delta_mean,0.2581256598554824,0.017757446722928453
8,k8_dit_flow_delta_action8_rms,fine,0.25795675718215955,0.017834740720479445
16,k16_dit_flow_gripper_max_abs,k8_prefix_joint_delta_mean,0.25615316452847026,0.018678313059730847
8,k8_dit_flow_gripper_max_abs,k8_pred_motion_h8,0.25490681655435943,0.01928107371331933
16,k16_dit_flow_gripper_rms,k8_prefix_joint_delta_mean,0.25453072795383214,0.01946620388596541
16,k16_dit_flow_delta_gripper_rms,k2_pred_motion_h8,-0.25248557254226994,0.02049983782420816
2,k2_dit_flow_delta_action8_rms,k8_pred_motion_h8,0.25197934595524957,0.020762823598481393
2,k2_dit_flow_delta_action8_rms,k4_prefix_joint_delta_mean,0.24979244709932166,0.02193234924989782
2,k2_dit_flow_delta_action8_rms,k2_pred_motion_h8,0.2411258479295333,0.027136191277930457
2,k2_dit_flow_joint7_mean_abs,k8_prefix_joint_delta_mean,0.24098410448516758,0.027229319127181333
16,k16_dit_flow_action8_max_abs,k2_prefix_joint_delta_mean,0.24088061714707468,0.02729748291421261
16,k16_dit_flow_all32_max_abs,k2_prefix_joint_delta_mean,0.24088061714707468,0.02729748291421261
4,k4_dit_flow_all32_max_abs,gt_motion_h8,0.2406781826315927,0.02743123792730405
16,k16_dit_flow_gripper_mean_abs,k4_prefix_joint_delta_mean,0.23877695656575884,0.028714743086684088
8,k8_dit_flow_gripper_rms,k4_prefix_joint_delta_mean,0.23818973372481525,0.02912129023730845
4,k4_dit_flow_gripper_max_abs,k2_pred_motion_h8,0.23668014321999267,0.03018878559370642
8,k8_dit_flow_gripper_max_abs,k4_pred_motion_h8,0.23372218560447566,0.032376341433530235
16,k16_dit_flow_gripper_rms,k4_pred_motion_h8,0.23302622253720767,0.032909975218195615
16,k16_dit_flow_delta_all32_rms,k8_prefix_joint_delta_mean,0.2322365090614559,0.03352442463974204
1,k1_dit_flow_action8_mean_abs,k2_prefix_joint_delta_mean,0.2314467955857042,0.03414847745257495
4,k4_dit_flow_gripper_max_abs,k4_pred_motion_h8,0.23140749033201666,0.03417979041508074
4,k4_dit_flow_gripper_max_abs,k8_pred_motion_h8,0.23067602403541884,0.03476693046064867
8,k8_dit_flow_gripper_max_abs,k2_pred_motion_h8,0.2298796757680764,0.03541573940495176
2,k2_dit_flow_action8_rms,k8_prefix_joint_delta_mean,0.22887516452364076,0.03624857903335589
2,k2_dit_flow_joint7_mean_abs,k2_prefix_joint_delta_mean,0.22887516452364076,0.03624857903335589
4,k4_dit_flow_action8_max_abs,gt_motion_h8,0.22823660429974488,0.036786480034921194
16,k16_dit_flow_delta_joint7_rms,gt_motion_h8,0.22589855219196114,0.0388132497909653
2,k2_dit_flow_joint7_mean_abs,k4_prefix_joint_delta_mean,0.22535182747797916,0.03930038433858759
8,k8_dit_flow_all32_max_abs,k8_prefix_joint_delta_mean,0.22346532733747337,0.041020553830834285
4,k4_dit_flow_delta_all32_rms,fine,0.22333918370749745,0.04113777456033788
4,k4_dit_flow_delta_gripper_rms,k2_prefix_joint_delta_mean,-0.22229421889237624,0.04211957353072606
4,k4_dit_flow_gripper_rms,k2_pred_motion_h8,0.2222537207654146,0.04215801197547941
2,k2_dit_flow_all32_mean_abs,k8_prefix_joint_delta_mean,0.22073504100435354,0.04362062277856673
8,k8_dit_flow_gripper_mean_abs,k4_prefix_joint_delta_mean,0.22062478801937052,0.04372842310786653
16,k16_dit_flow_gripper_rms,k8_pred_motion_h8,0.21852789308494483,0.0458210705368499
8,k8_dit_flow_joint7_max_abs,k2_pred_motion_h8,0.21742045442985714,0.046959261230348916
16,k16_dit_flow_gripper_mean_abs,k8_prefix_joint_delta_mean,0.215024805102764,0.04950142089000869
1,k1_dit_flow_all32_rms,k8_prefix_joint_delta_mean,0.21310114407208666,0.051623812161613845
2,k2_dit_flow_joint7_max_abs,k2_pred_motion_h8,0.2128319954931048,0.051926640003082655
2,k2_dit_flow_gripper_mean_abs,k8_pred_motion_h8,0.21265566467550875,0.052125825251723025
8,k8_dit_flow_gripper_rms,k8_pred_motion_h8,0.2122709324693733,0.05256260072387906
4,k4_dit_flow_gripper_rms,k4_pred_motion_h8,0.2111369849144477,0.05386743693028003
4,k4_dit_flow_gripper_max_abs,gt_motion_h8,0.21026608250951576,0.05488750585149677
1,k1_dit_flow_gripper_mean_abs,k8_pred_motion_h8,0.21023696586766233,0.05492188076598384
8,k8_dit_flow_all32_rms,fine,-0.20993883268504762,0.05527486963924478
16,k16_dit_flow_gripper_max_abs,k2_prefix_joint_delta_mean,0.2086441551929246,0.056829357852324375
4,k4_dit_flow_gripper_max_abs,k4_prefix_joint_delta_mean,0.20800056884088636,0.05761527904521742
8,k8_dit_flow_action8_max_abs,k8_prefix_joint_delta_mean,0.2067689004986024,0.05914406611033266
2,k2_dit_flow_action8_mean_abs,k4_prefix_joint_delta_mean,0.2059127265363977,0.060226123905163104
2,k2_dit_flow_action8_max_abs,k2_prefix_joint_delta_mean,0.20486688412970275,0.06156969018172473
2,k2_dit_flow_delta_all32_rms,k2_pred_motion_h8,0.20457628834666397,0.061947304135694894
16,k16_dit_flow_gripper_rms,k2_prefix_joint_delta_mean,0.20380682393439303,0.06295627459223066
4,k4_dit_flow_gripper_rms,k8_pred_motion_h8,0.203158853903007,0.06381623990588234
16,k16_dit_flow_joint7_max_abs,k4_pred_motion_h8,0.20284999563523895,0.06422948520531509
1,k1_dit_flow_action8_mean_abs,k4_prefix_joint_delta_mean,0.1986635618102663,0.07004767229328386
1,k1_dit_flow_joint7_mean_abs,k8_prefix_joint_delta_mean,0.1971043839222436,0.07232017565687207
8,k8_dit_flow_all32_max_abs,k2_prefix_joint_delta_mean,0.19459567671479114,0.07610062725610087
8,k8_dit_flow_gripper_rms,k2_pred_motion_h8,0.1930950693530424,0.07843652708409073
8,k8_dit_flow_gripper_max_abs,gt_motion_h8,0.1917900346120234,0.08051424141473648
4,k4_dit_flow_all32_max_abs,k4_prefix_joint_delta_mean,0.1910173358224377,0.0817649692631411
2,k2_dit_flow_delta_all32_rms,k4_pred_motion_h8,0.19080692517971043,0.08210821657129906
8,k8_dit_flow_gripper_rms,k4_pred_motion_h8,0.1899159663865546,0.08357438610383751
16,k16_dit_flow_delta_all32_rms,k2_prefix_joint_delta_mean,0.18785056191151162,0.08705329597196008
16,k16_dit_flow_joint7_max_abs,k8_pred_motion_h8,0.18721731442131556,0.08814259694252623
16,k16_dit_flow_gripper_mean_abs,k2_prefix_joint_delta_mean,0.18633188215045055,0.08968375630898627
1,k1_dit_flow_action8_rms,k8_prefix_joint_delta_mean,0.1854206742938139,0.09129193490840763
4,k4_dit_flow_gripper_rms,gt_motion_h8,0.18533967803989068,0.0914359782809197
16,k16_dit_flow_delta_gripper_rms,k4_pred_motion_h8,-0.18317302824744358,0.09535611175796364
2,k2_dit_flow_gripper_mean_abs,k2_prefix_joint_delta_mean,0.18272754885086565,0.09617825993802842
8,k8_dit_flow_delta_action8_rms,k4_pred_motion_h8,0.18228206945428774,0.0970059656674535
2,k2_dit_flow_action8_mean_abs,k8_prefix_joint_delta_mean,0.18201883162903718,0.09749768609900947
1,k1_dit_flow_joint7_mean_abs,k4_prefix_joint_delta_mean,0.18185683912119066,0.09780125385125157
2,k2_dit_flow_delta_all32_rms,k8_pred_motion_h8,0.18177584286726736,0.09795331546136363
4,k4_dit_flow_gripper_mean_abs,k2_pred_motion_h8,0.1815954398740424,0.09829266868235445
16,k16_dit_flow_gripper_mean_abs,k4_pred_motion_h8,0.1812493672167662,0.0989462397184263
2,k2_dit_flow_all32_max_abs,k4_prefix_joint_delta_mean,0.18055949273567423,0.10025924766945321
4,k4_dit_flow_joint7_max_abs,k4_pred_motion_h8,0.17953045410658747,0.10224306125524758
2,k2_dit_flow_gripper_rms,k2_prefix_joint_delta_mean,0.17898147210691506,0.10331387627848415
1,k1_dit_flow_all32_max_abs,k2_prefix_joint_delta_mean,0.1771878164610436,0.10687357369165319
8,k8_dit_flow_action8_max_abs,k2_prefix_joint_delta_mean,0.17669896895116552,0.10786009878164982
8,k8_dit_flow_joint7_max_abs,k8_prefix_joint_delta_mean,0.1751664909227264,0.11099864254466257
4,k4_dit_flow_gripper_mean_abs,k4_pred_motion_h8,0.17290850368916683,0.11575141854048876
8,k8_dit_flow_delta_gripper_rms,k2_prefix_joint_delta_mean,-0.17288650399919006,0.11579848540362417
8,k8_dit_flow_joint7_max_abs,k4_pred_motion_h8,0.17203544182831312,0.11763063503521595
8,k8_dit_flow_delta_all32_rms,k8_pred_motion_h8,0.1700516351118761,0.12198796816535155
4,k4_dit_flow_action8_max_abs,k4_prefix_joint_delta_mean,0.16948937283299984,0.12324520044446814
1,k1_dit_flow_joint7_max_abs,k2_pred_motion_h8,0.1684229850864805,0.12565691839685295
2,k2_dit_flow_gripper_max_abs,k2_prefix_joint_delta_mean,0.16690157083967685,0.1291599808110239
16,k16_dit_flow_delta_action8_rms,k4_prefix_joint_delta_mean,0.166143565860079,0.13093284580405512
8,k8_dit_flow_joint7_max_abs,k8_pred_motion_h8,0.164901918972433,0.1338768206544567
16,k16_dit_flow_gripper_mean_abs,k8_pred_motion_h8,0.163308696972765,0.13772767506760988
16,k16_dit_flow_gripper_rms,k2_pred_motion_h8,0.16278222132226386,0.13901843093138905
1,k1_dit_flow_joint7_mean_abs,k2_prefix_joint_delta_mean,0.16004859775235397,0.14586782566791456
16,k16_dit_flow_joint7_max_abs,k8_prefix_joint_delta_mean,0.15992344326751806,0.14618737664835954
1,k1_dit_flow_gripper_rms,k2_prefix_joint_delta_mean,0.1595221221018528,0.14721559740238557
4,k4_dit_flow_gripper_mean_abs,gt_motion_h8,0.15923012281997465,0.14796712997420478
1,k1_dit_flow_all32_mean_abs,k8_prefix_joint_delta_mean,0.15763895919813709,0.1521130183357425
1,k1_dit_flow_gripper_mean_abs,k2_prefix_joint_delta_mean,0.15732589514170983,0.15293884951058356
1,k1_dit_flow_action8_max_abs,k2_prefix_joint_delta_mean,0.15638119112408913,0.15545117561376717
4,k4_dit_flow_gripper_mean_abs,k8_pred_motion_h8,0.15611173547155774,0.15617336532398543
16,k16_dit_flow_gripper_rms,gt_motion_h8,0.1543383618507644,0.16098876698850045
1,k1_dit_flow_action8_mean_abs,k8_prefix_joint_delta_mean,0.15091627012250686,0.17059082299031275
4,k4_dit_flow_gripper_mean_abs,k4_prefix_joint_delta_mean,0.1506241837090839,0.17142948614552894
8,k8_dit_flow_gripper_mean_abs,k8_pred_motion_h8,0.14947934332146237,0.17474586438222683
4,k4_dit_flow_gripper_rms,k4_prefix_joint_delta_mean,0.14648172522020855,0.18365162096651036
1,k1_dit_flow_gripper_max_abs,k2_prefix_joint_delta_mean,0.14495114121447966,0.18832413164556266
2,k2_dit_flow_gripper_max_abs,k4_prefix_joint_delta_mean,0.14433990832136018,0.19021393189564256
16,k16_dit_flow_delta_action8_rms,gt_motion_h8,-0.14354561101549052,0.19269015969183445
2,k2_dit_flow_joint7_max_abs,k4_pred_motion_h8,0.14315207776901637,0.1939255807933197
16,k16_dit_flow_delta_action8_rms,k8_pred_motion_h8,0.14210792750835277,0.19723112644564803
16,k16_dit_flow_gripper_rms,fine,-0.1395869898171859,0.20537825988468128
8,k8_dit_flow_gripper_max_abs,k8_prefix_joint_delta_mean,0.13807621986193427,0.21037431071380291
4,k4_dit_flow_delta_all32_rms,k8_pred_motion_h8,0.13716715601903415,0.21342182330665593
8,k8_dit_flow_gripper_mean_abs,k8_prefix_joint_delta_mean,0.13557829087088205,0.21882311735049237
8,k8_dit_flow_gripper_rms,gt_motion_h8,0.1348385137187405,0.22137057259339343
8,k8_dit_flow_gripper_mean_abs,k4_pred_motion_h8,0.13433296716263635,0.22312339932763353
8,k8_dit_flow_delta_joint7_rms,fine,0.13400351022449847,0.22427092244406524
8,k8_dit_flow_delta_gripper_rms,k8_prefix_joint_delta_mean,-0.1336235699098917,0.22559941647504086
2,k2_dit_flow_delta_all32_rms,k8_prefix_joint_delta_mean,0.13261111673585096,0.2291664448106316
1,k1_dit_flow_gripper_max_abs,k4_prefix_joint_delta_mean,0.13243263356413823,0.22979933082730972
8,k8_dit_flow_gripper_mean_abs,k2_pred_motion_h8,0.13102222852364162,0.23484344420064962
16,k16_dit_flow_gripper_mean_abs,k2_pred_motion_h8,0.13064695757821201,0.23619841114820908
8,k8_dit_flow_delta_all32_rms,k2_prefix_joint_delta_mean,0.1287637946744963,0.24307974201344515
4,k4_dit_flow_delta_action8_rms,k2_pred_motion_h8,0.12829806621443757,0.2448026956733308
16,k16_dit_flow_delta_gripper_rms,k8_pred_motion_h8,-0.12821706996051435,0.24510319640265277
1,k1_dit_flow_joint7_max_abs,k4_pred_motion_h8,0.12781811801722062,0.24658703764451015
2,k2_dit_flow_delta_all32_rms,k4_prefix_joint_delta_mean,0.12461273666092945,0.25873323745392424
2,k2_dit_flow_joint7_max_abs,k8_pred_motion_h8,0.12335941196613212,0.2635913176057239
16,k16_dit_flow_delta_gripper_rms,k2_prefix_joint_delta_mean,-0.12076541459957478,0.27384123942501415
1,k1_dit_flow_all32_max_abs,k4_prefix_joint_delta_mean,0.1195178621192617,0.2788647853852879
8,k8_dit_flow_gripper_mean_abs,gt_motion_h8,0.11724267106898768,0.2881838767080569
8,k8_dit_flow_gripper_rms,k8_prefix_joint_delta_mean,0.11462994836488814,0.2991369350088511
4,k4_dit_flow_all32_max_abs,k2_prefix_joint_delta_mean,0.11404505688195792,0.30162578285359626
1,k1_dit_flow_joint7_max_abs,k2_prefix_joint_delta_mean,-0.11370174065448091,0.30309295660171875
4,k4_dit_flow_delta_action8_rms,gt_motion_h8,0.1115520907158044,0.3123852570970461
1,k1_dit_flow_joint7_max_abs,k8_pred_motion_h8,0.11071012332545203,0.316074512806952
1,k1_dit_flow_gripper_rms,k4_prefix_joint_delta_mean,0.11011440720866661,0.3187016560159544
4,k4_dit_flow_gripper_mean_abs,k2_prefix_joint_delta_mean,0.10876894572741065,0.3246867063888037
2,k2_dit_flow_delta_gripper_rms,k4_prefix_joint_delta_mean,-0.10738078363875671,0.330936463944811
16,k16_dit_flow_gripper_mean_abs,gt_motion_h8,0.10738078363875671,0.330936463944811
1,k1_dit_flow_joint7_max_abs,fine,0.10737798250610112,0.33094915186730456
4,k4_dit_flow_joint7_max_abs,k8_pred_motion_h8,0.10639743474430069,0.3354095827555178
2,k2_dit_flow_gripper_rms,k4_prefix_joint_delta_mean,0.10154905335628227,0.3580193293118096
4,k4_dit_flow_delta_gripper_rms,k4_prefix_joint_delta_mean,-0.10063784549964565,0.36237133185109105
2,k2_dit_flow_action8_max_abs,k4_prefix_joint_delta_mean,0.10058889012502718,0.36260606357789726
2,k2_dit_flow_delta_all32_rms,fine,-0.09938593674983637,0.36840332988216384
1,k1_dit_flow_action8_max_abs,k4_prefix_joint_delta_mean,0.09742011828569334,0.37799803562615586
2,k2_dit_flow_joint7_max_abs,fine,0.09729795526443064,0.37859922878671837
8,k8_dit_flow_gripper_max_abs,k2_prefix_joint_delta_mean,0.09721143271292626,0.3790253760658856
4,k4_dit_flow_action8_max_abs,k2_prefix_joint_delta_mean,0.0953968804551732,0.38802915766251367
2,k2_dit_flow_delta_action8_rms,fine,-0.09380245715714894,0.3960452727315744
2,k2_dit_flow_delta_action8_rms,gt_motion_h8,0.09116128379062469,0.40953796031162304
2,k2_dit_flow_joint7_max_abs,k4_prefix_joint_delta_mean,-0.09003026622121378,0.4153969506148655
8,k8_dit_flow_joint7_max_abs,fine,0.08773260750849916,0.427448006984408
4,k4_dit_flow_all32_max_abs,k8_prefix_joint_delta_mean,0.08487286820557263,0.44272269529203867
2,k2_dit_flow_joint7_max_abs,k2_prefix_joint_delta_mean,-0.0841492487183076,0.44663575404729494
4,k4_dit_flow_gripper_max_abs,k2_prefix_joint_delta_mean,0.08136546624238834,0.4618681507619071
